event_id,timestamp,src_ip,dst_ip,dst_port,action,rule_name,bytes_transferred
fw_evt_003797,2026-01-01T15:17:00+00:00,10.2.227.197,198.51.100.227,22,allow,egress_monitor,414107
fw_evt_003798,2026-01-01T15:18:00+00:00,10.2.228.198,198.51.100.228,22,allow,default_allow,144253
fw_evt_003799,2026-01-01T15:19:00+00:00,10.2.229.199,198.51.100.229,443,allow,block_known_bad,244883
fw_evt_003800,2026-01-01T15:20:00+00:00,10.2.230.0,198.51.100.230,4444,allow,egress_monitor,471930
fw_evt_003801,2026-01-01T15:21:00+00:00,10.2.231.1,198.51.100.231,22,allow,block_known_bad,87095
fw_evt_003802,2026-01-01T15:22:00+00:00,10.2.232.2,198.51.100.232,22,allow,default_allow,80070
fw_evt_003803,2026-01-01T15:23:00+00:00,10.2.233.3,198.51.100.233,443,allow,egress_monitor,84398
fw_evt_003804,2026-01-01T15:24:00+00:00,10.2.234.4,198.51.100.234,22,allow,default_allow,252601
fw_evt_003805,2026-01-01T15:25:00+00:00,10.2.235.5,198.51.100.235,53,allow,block_known_bad,474756
fw_evt_003806,2026-01-01T15:26:00+00:00,10.2.236.6,198.51.100.236,53,allow,block_known_bad,58613
fw_evt_003807,2026-01-01T15:27:00+00:00,10.2.237.7,198.51.100.237,53,allow,egress_monitor,80858
fw_evt_003808,2026-01-01T15:28:00+00:00,10.2.238.8,198.51.100.238,22,allow,block_known_bad,288521
fw_evt_003809,2026-01-01T15:29:00+00:00,10.2.239.9,198.51.100.239,53,allow,egress_monitor,444634
fw_evt_003810,2026-01-01T15:30:00+00:00,10.2.240.10,198.51.100.240,4444,deny,egress_monitor,48027
fw_evt_003811,2026-01-01T15:31:00+00:00,10.2.241.11,198.51.100.241,53,allow,default_allow,427084
fw_evt_003812,2026-01-01T15:32:00+00:00,10.2.242.12,198.51.100.242,443,allow,egress_monitor,12716
fw_evt_003813,2026-01-01T15:33:00+00:00,10.2.243.13,198.51.100.243,80,allow,egress_monitor,465632
fw_evt_003814,2026-01-01T15:34:00+00:00,10.2.244.14,198.51.100.244,80,allow,default_allow,12570
fw_evt_003815,2026-01-01T15:35:00+00:00,10.2.245.15,198.51.100.245,22,allow,block_known_bad,122698
fw_evt_003816,2026-01-01T15:36:00+00:00,10.2.246.16,198.51.100.246,22,allow,default_allow,356641
fw_evt_003817,2026-01-01T15:37:00+00:00,10.2.247.17,198.51.100.247,53,allow,default_allow,274617
fw_evt_003818,2026-01-01T15:38:00+00:00,10.2.248.18,198.51.100.248,80,allow,egress_monitor,310186
fw_evt_003819,2026-01-01T15:39:00+00:00,10.2.249.19,198.51.100.249,4444,allow,block_known_bad,55870
fw_evt_003820,2026-01-01T15:40:00+00:00,10.2.250.20,198.51.100.250,4444,allow,default_allow,98723
fw_evt_003821,2026-01-01T15:41:00+00:00,10.2.251.21,198.51.100.251,4444,allow,egress_monitor,146216
fw_evt_003822,2026-01-01T15:42:00+00:00,10.2.252.22,198.51.100.252,22,allow,egress_monitor,357578
fw_evt_003823,2026-01-01T15:43:00+00:00,10.2.253.23,198.51.100.253,53,allow,block_known_bad,117462
fw_evt_003824,2026-01-01T15:44:00+00:00,10.2.254.24,198.51.100.254,443,allow,default_allow,192707
fw_evt_003825,2026-01-01T15:45:00+00:00,10.2.0.25,198.51.100.0,22,allow,egress_monitor,139968
fw_evt_003826,2026-01-01T15:46:00+00:00,10.2.1.26,198.51.100.1,443,deny,default_allow,48164
fw_evt_003827,2026-01-01T15:47:00+00:00,10.2.2.27,198.51.100.2,443,allow,egress_monitor,69506
fw_evt_003828,2026-01-01T15:48:00+00:00,10.2.3.28,198.51.100.3,4444,allow,block_known_bad,178419
fw_evt_003829,2026-01-01T15:49:00+00:00,10.2.4.29,198.51.100.4,80,allow,default_allow,301025
fw_evt_003830,2026-01-01T15:50:00+00:00,10.2.5.30,198.51.100.5,443,allow,default_allow,322995
fw_evt_003831,2026-01-01T15:51:00+00:00,10.2.6.31,198.51.100.6,4444,allow,default_allow,264281
fw_evt_003832,2026-01-01T15:52:00+00:00,10.2.7.32,198.51.100.7,443,allow,block_known_bad,396704
fw_evt_003833,2026-01-01T15:53:00+00:00,10.2.8.33,198.51.100.8,443,allow,egress_monitor,155460
fw_evt_003834,2026-01-01T15:54:00+00:00,10.2.9.34,198.51.100.9,443,allow,block_known_bad,484647
fw_evt_003835,2026-01-01T15:55:00+00:00,10.2.10.35,198.51.100.10,4444,allow,egress_monitor,170773
fw_evt_003836,2026-01-01T15:56:00+00:00,10.2.11.36,198.51.100.11,22,allow,default_allow,190426
fw_evt_003837,2026-01-01T15:57:00+00:00,10.2.12.37,198.51.100.12,443,allow,default_allow,492709
fw_evt_003838,2026-01-01T15:58:00+00:00,10.2.13.38,198.51.100.13,53,allow,default_allow,157138
fw_evt_003839,2026-01-01T15:59:00+00:00,10.2.14.39,198.51.100.14,53,allow,egress_monitor,96144
fw_evt_003840,2026-01-01T16:00:00+00:00,10.2.15.40,198.51.100.15,53,allow,egress_monitor,435973
fw_evt_003841,2026-01-01T16:01:00+00:00,10.2.16.41,198.51.100.16,53,allow,block_known_bad,149561
fw_evt_003842,2026-01-01T16:02:00+00:00,10.2.17.42,198.51.100.17,22,allow,block_known_bad,39346
fw_evt_003843,2026-01-01T16:03:00+00:00,10.2.18.43,198.51.100.18,80,deny,default_allow,451186
fw_evt_003844,2026-01-01T16:04:00+00:00,10.2.19.44,198.51.100.19,443,deny,default_allow,58964
fw_evt_003845,2026-01-01T16:05:00+00:00,10.2.20.45,198.51.100.20,53,allow,default_allow,180351
fw_evt_003846,2026-01-01T16:06:00+00:00,10.2.21.46,198.51.100.21,80,deny,default_allow,435608
fw_evt_003847,2026-01-01T16:07:00+00:00,10.2.22.47,198.51.100.22,53,allow,block_known_bad,114757
fw_evt_003848,2026-01-01T16:08:00+00:00,10.2.23.48,198.51.100.23,53,allow,block_known_bad,283968
fw_evt_003849,2026-01-01T16:09:00+00:00,10.2.24.49,198.51.100.24,4444,allow,block_known_bad,352186
fw_evt_003850,2026-01-01T16:10:00+00:00,10.2.25.50,198.51.100.25,53,allow,default_allow,451877
fw_evt_003851,2026-01-01T16:11:00+00:00,10.2.26.51,198.51.100.26,80,deny,block_known_bad,318098
fw_evt_003852,2026-01-01T16:12:00+00:00,10.2.27.52,198.51.100.27,22,deny,default_allow,93644
fw_evt_003853,2026-01-01T16:13:00+00:00,10.2.28.53,198.51.100.28,443,allow,block_known_bad,57396
fw_evt_003854,2026-01-01T16:14:00+00:00,10.2.29.54,198.51.100.29,53,deny,block_known_bad,240944
fw_evt_003855,2026-01-01T16:15:00+00:00,10.2.30.55,198.51.100.30,22,allow,default_allow,207562
fw_evt_003856,2026-01-01T16:16:00+00:00,10.2.31.56,198.51.100.31,80,allow,default_allow,437569
fw_evt_003857,2026-01-01T16:17:00+00:00,10.2.32.57,198.51.100.32,22,allow,egress_monitor,443420
fw_evt_003858,2026-01-01T16:18:00+00:00,10.2.33.58,198.51.100.33,4444,allow,block_known_bad,451164
fw_evt_003859,2026-01-01T16:19:00+00:00,10.2.34.59,198.51.100.34,22,allow,block_known_bad,156833
fw_evt_003860,2026-01-01T16:20:00+00:00,10.2.35.60,198.51.100.35,443,allow,egress_monitor,483383
fw_evt_003861,2026-01-01T16:21:00+00:00,10.2.36.61,198.51.100.36,443,allow,block_known_bad,367986
fw_evt_003862,2026-01-01T16:22:00+00:00,10.2.37.62,198.51.100.37,80,allow,egress_monitor,239895
fw_evt_003863,2026-01-01T16:23:00+00:00,10.2.38.63,198.51.100.38,80,allow,egress_monitor,328982
fw_evt_003864,2026-01-01T16:24:00+00:00,10.2.39.64,198.51.100.39,22,allow,egress_monitor,363848
fw_evt_003865,2026-01-01T16:25:00+00:00,10.2.40.65,198.51.100.40,22,allow,egress_monitor,402851
fw_evt_003866,2026-01-01T16:26:00+00:00,10.2.41.66,198.51.100.41,443,allow,egress_monitor,482003
fw_evt_003867,2026-01-01T16:27:00+00:00,10.2.42.67,198.51.100.42,53,allow,default_allow,148362
fw_evt_003868,2026-01-01T16:28:00+00:00,10.2.43.68,198.51.100.43,443,allow,default_allow,137972
fw_evt_003869,2026-01-01T16:29:00+00:00,10.2.44.69,198.51.100.44,80,allow,default_allow,468791
fw_evt_003870,2026-01-01T16:30:00+00:00,10.2.45.70,198.51.100.45,53,deny,egress_monitor,240709
fw_evt_003871,2026-01-01T16:31:00+00:00,10.2.46.71,198.51.100.46,22,allow,egress_monitor,427100
fw_evt_003872,2026-01-01T16:32:00+00:00,10.2.47.72,198.51.100.47,22,allow,default_allow,422402
fw_evt_003873,2026-01-01T16:33:00+00:00,10.2.48.73,198.51.100.48,443,allow,block_known_bad,272685
fw_evt_003874,2026-01-01T16:34:00+00:00,10.2.49.74,198.51.100.49,80,allow,default_allow,330581
fw_evt_003875,2026-01-01T16:35:00+00:00,10.2.50.75,198.51.100.50,80,allow,default_allow,422522
fw_evt_003876,2026-01-01T16:36:00+00:00,10.2.51.76,198.51.100.51,22,allow,block_known_bad,221535
fw_evt_003877,2026-01-01T16:37:00+00:00,10.2.52.77,198.51.100.52,22,allow,default_allow,491330
fw_evt_003878,2026-01-01T16:38:00+00:00,10.2.53.78,198.51.100.53,80,allow,egress_monitor,35955
fw_evt_003879,2026-01-01T16:39:00+00:00,10.2.54.79,198.51.100.54,53,deny,block_known_bad,471597
fw_evt_003880,2026-01-01T16:40:00+00:00,10.2.55.80,198.51.100.55,4444,deny,block_known_bad,253929
fw_evt_003881,2026-01-01T16:41:00+00:00,10.2.56.81,198.51.100.56,22,allow,default_allow,367897
fw_evt_003882,2026-01-01T16:42:00+00:00,10.2.57.82,198.51.100.57,4444,allow,block_known_bad,252666
fw_evt_003883,2026-01-01T16:43:00+00:00,10.2.58.83,198.51.100.58,4444,deny,block_known_bad,90005
fw_evt_003884,2026-01-01T16:44:00+00:00,10.2.59.84,198.51.100.59,80,allow,egress_monitor,233471
fw_evt_003885,2026-01-01T16:45:00+00:00,10.2.60.85,198.51.100.60,4444,allow,block_known_bad,78541
fw_evt_003886,2026-01-01T16:46:00+00:00,10.2.61.86,198.51.100.61,4444,allow,block_known_bad,286154
fw_evt_003887,2026-01-01T16:47:00+00:00,10.2.62.87,198.51.100.62,4444,allow,egress_monitor,62558
fw_evt_003888,2026-01-01T16:48:00+00:00,10.2.63.88,198.51.100.63,443,allow,block_known_bad,403071
fw_evt_003889,2026-01-01T16:49:00+00:00,10.2.64.89,198.51.100.64,53,allow,default_allow,379800
fw_evt_003890,2026-01-01T16:50:00+00:00,10.2.65.90,198.51.100.65,4444,allow,egress_monitor,52282
fw_evt_003891,2026-01-01T16:51:00+00:00,10.2.66.91,198.51.100.66,443,allow,block_known_bad,439275
fw_evt_003892,2026-01-01T16:52:00+00:00,10.2.67.92,198.51.100.67,80,allow,block_known_bad,133332
fw_evt_003893,2026-01-01T16:53:00+00:00,10.2.68.93,198.51.100.68,22,allow,egress_monitor,397533
fw_evt_003894,2026-01-01T16:54:00+00:00,10.2.69.94,198.51.100.69,443,allow,egress_monitor,234406
fw_evt_003895,2026-01-01T16:55:00+00:00,10.2.70.95,198.51.100.70,22,allow,block_known_bad,87236
fw_evt_003896,2026-01-01T16:56:00+00:00,10.2.71.96,198.51.100.71,53,deny,default_allow,231833
fw_evt_003897,2026-01-01T16:57:00+00:00,10.2.72.97,198.51.100.72,4444,deny,default_allow,85044
fw_evt_003898,2026-01-01T16:58:00+00:00,10.2.73.98,198.51.100.73,443,allow,egress_monitor,287995
fw_evt_003899,2026-01-01T16:59:00+00:00,10.2.74.99,198.51.100.74,53,allow,default_allow,27535
fw_evt_003900,2026-01-01T17:00:00+00:00,10.2.75.100,198.51.100.75,53,deny,egress_monitor,291359
fw_evt_003901,2026-01-01T17:01:00+00:00,10.2.76.101,198.51.100.76,443,deny,egress_monitor,362315
fw_evt_003902,2026-01-01T17:02:00+00:00,10.2.77.102,198.51.100.77,80,deny,default_allow,122620
fw_evt_003903,2026-01-01T17:03:00+00:00,10.2.78.103,198.51.100.78,4444,allow,default_allow,485660
fw_evt_003904,2026-01-01T17:04:00+00:00,10.2.79.104,198.51.100.79,4444,deny,default_allow,217490
fw_evt_003905,2026-01-01T17:05:00+00:00,10.2.80.105,198.51.100.80,80,allow,default_allow,86579
fw_evt_003906,2026-01-01T17:06:00+00:00,10.2.81.106,198.51.100.81,53,allow,default_allow,306753
fw_evt_003907,2026-01-01T17:07:00+00:00,10.2.82.107,198.51.100.82,4444,allow,block_known_bad,110681
fw_evt_003908,2026-01-01T17:08:00+00:00,10.2.83.108,198.51.100.83,22,allow,egress_monitor,78535
fw_evt_003909,2026-01-01T17:09:00+00:00,10.2.84.109,198.51.100.84,4444,allow,block_known_bad,32090
fw_evt_003910,2026-01-01T17:10:00+00:00,10.2.85.110,198.51.100.85,53,deny,egress_monitor,499394
fw_evt_003911,2026-01-01T17:11:00+00:00,10.2.86.111,198.51.100.86,443,allow,block_known_bad,162832
fw_evt_003912,2026-01-01T17:12:00+00:00,10.2.87.112,198.51.100.87,4444,allow,egress_monitor,485964
fw_evt_003913,2026-01-01T17:13:00+00:00,10.2.88.113,198.51.100.88,443,allow,default_allow,105981
fw_evt_003914,2026-01-01T17:14:00+00:00,10.2.89.114,198.51.100.89,22,allow,egress_monitor,289634
fw_evt_003915,2026-01-01T17:15:00+00:00,10.2.90.115,198.51.100.90,443,allow,block_known_bad,449892
fw_evt_003916,2026-01-01T17:16:00+00:00,10.2.91.116,198.51.100.91,443,allow,default_allow,51301
fw_evt_003917,2026-01-01T17:17:00+00:00,10.2.92.117,198.51.100.92,22,allow,egress_monitor,472510
fw_evt_003918,2026-01-01T17:18:00+00:00,10.2.93.118,198.51.100.93,80,allow,default_allow,91035
fw_evt_003919,2026-01-01T17:19:00+00:00,10.2.94.119,198.51.100.94,53,allow,default_allow,469982
fw_evt_003920,2026-01-01T17:20:00+00:00,10.2.95.120,198.51.100.95,4444,allow,block_known_bad,449775
fw_evt_003921,2026-01-01T17:21:00+00:00,10.2.96.121,198.51.100.96,443,allow,default_allow,89922
fw_evt_003922,2026-01-01T17:22:00+00:00,10.2.97.122,198.51.100.97,22,allow,block_known_bad,104574
fw_evt_003923,2026-01-01T17:23:00+00:00,10.2.98.123,198.51.100.98,4444,allow,default_allow,456198
fw_evt_003924,2026-01-01T17:24:00+00:00,10.2.99.124,198.51.100.99,4444,allow,egress_monitor,247453
fw_evt_003925,2026-01-01T17:25:00+00:00,10.2.100.125,198.51.100.100,22,allow,default_allow,51048
fw_evt_003926,2026-01-01T17:26:00+00:00,10.2.101.126,198.51.100.101,80,deny,block_known_bad,89896
fw_evt_003927,2026-01-01T17:27:00+00:00,10.2.102.127,198.51.100.102,22,allow,default_allow,179359
fw_evt_003928,2026-01-01T17:28:00+00:00,10.2.103.128,198.51.100.103,4444,allow,block_known_bad,169147
fw_evt_003929,2026-01-01T17:29:00+00:00,10.2.104.129,198.51.100.104,22,allow,block_known_bad,273893
fw_evt_003930,2026-01-01T17:30:00+00:00,10.2.105.130,198.51.100.105,4444,allow,default_allow,432418
fw_evt_003931,2026-01-01T17:31:00+00:00,10.2.106.131,198.51.100.106,80,allow,default_allow,377667
fw_evt_003932,2026-01-01T17:32:00+00:00,10.2.107.132,198.51.100.107,443,allow,block_known_bad,409171
fw_evt_003933,2026-01-01T17:33:00+00:00,10.2.108.133,198.51.100.108,4444,allow,block_known_bad,32515
fw_evt_003934,2026-01-01T17:34:00+00:00,10.2.109.134,198.51.100.109,80,deny,block_known_bad,244740
fw_evt_003935,2026-01-01T17:35:00+00:00,10.2.110.135,198.51.100.110,80,allow,default_allow,379566
fw_evt_003936,2026-01-01T17:36:00+00:00,10.2.111.136,198.51.100.111,53,allow,default_allow,347968
fw_evt_003937,2026-01-01T17:37:00+00:00,10.2.112.137,198.51.100.112,22,allow,egress_monitor,127378
fw_evt_003938,2026-01-01T17:38:00+00:00,10.2.113.138,198.51.100.113,53,allow,egress_monitor,240111
fw_evt_003939,2026-01-01T17:39:00+00:00,10.2.114.139,198.51.100.114,80,allow,block_known_bad,248554
fw_evt_003940,2026-01-01T17:40:00+00:00,10.2.115.140,198.51.100.115,22,allow,default_allow,449996
fw_evt_003941,2026-01-01T17:41:00+00:00,10.2.116.141,198.51.100.116,53,allow,block_known_bad,264512
fw_evt_003942,2026-01-01T17:42:00+00:00,10.2.117.142,198.51.100.117,4444,allow,default_allow,138900
fw_evt_003943,2026-01-01T17:43:00+00:00,10.2.118.143,198.51.100.118,80,allow,egress_monitor,169295
fw_evt_003944,2026-01-01T17:44:00+00:00,10.2.119.144,198.51.100.119,22,allow,block_known_bad,130805
fw_evt_003945,2026-01-01T17:45:00+00:00,10.2.120.145,198.51.100.120,80,allow,egress_monitor,456605
fw_evt_003946,2026-01-01T17:46:00+00:00,10.2.121.146,198.51.100.121,80,deny,block_known_bad,446070
fw_evt_003947,2026-01-01T17:47:00+00:00,10.2.122.147,198.51.100.122,53,allow,egress_monitor,93240
fw_evt_003948,2026-01-01T17:48:00+00:00,10.2.123.148,198.51.100.123,80,allow,block_known_bad,80956
fw_evt_003949,2026-01-01T17:49:00+00:00,10.2.124.149,198.51.100.124,80,allow,default_allow,393674
fw_evt_003950,2026-01-01T17:50:00+00:00,10.2.125.150,198.51.100.125,4444,allow,block_known_bad,131314
fw_evt_003951,2026-01-01T17:51:00+00:00,10.2.126.151,198.51.100.126,22,allow,default_allow,231574
fw_evt_003952,2026-01-01T17:52:00+00:00,10.2.127.152,198.51.100.127,22,allow,block_known_bad,492812
fw_evt_003953,2026-01-01T17:53:00+00:00,10.2.128.153,198.51.100.128,443,allow,default_allow,447844
fw_evt_003954,2026-01-01T17:54:00+00:00,10.2.129.154,198.51.100.129,53,allow,default_allow,250896
fw_evt_003955,2026-01-01T17:55:00+00:00,10.2.130.155,198.51.100.130,53,allow,egress_monitor,330360
fw_evt_003956,2026-01-01T17:56:00+00:00,10.2.131.156,198.51.100.131,80,allow,block_known_bad,390129
fw_evt_003957,2026-01-01T17:57:00+00:00,10.2.132.157,198.51.100.132,443,deny,default_allow,447939
fw_evt_003958,2026-01-01T17:58:00+00:00,10.2.133.158,198.51.100.133,22,allow,default_allow,286239
fw_evt_003959,2026-01-01T17:59:00+00:00,10.2.134.159,198.51.100.134,53,allow,egress_monitor,110623
fw_evt_003960,2026-01-01T18:00:00+00:00,10.2.135.160,198.51.100.135,443,allow,block_known_bad,276773
fw_evt_003961,2026-01-01T18:01:00+00:00,10.2.136.161,198.51.100.136,80,allow,block_known_bad,68387
fw_evt_003962,2026-01-01T18:02:00+00:00,10.2.137.162,198.51.100.137,53,allow,egress_monitor,389262
fw_evt_003963,2026-01-01T18:03:00+00:00,10.2.138.163,198.51.100.138,53,deny,block_known_bad,322003
fw_evt_003964,2026-01-01T18:04:00+00:00,10.2.139.164,198.51.100.139,53,allow,default_allow,268204
fw_evt_003965,2026-01-01T18:05:00+00:00,10.2.140.165,198.51.100.140,443,allow,block_known_bad,493083
fw_evt_003966,2026-01-01T18:06:00+00:00,10.2.141.166,198.51.100.141,53,deny,default_allow,475693
fw_evt_003967,2026-01-01T18:07:00+00:00,10.2.142.167,198.51.100.142,22,allow,default_allow,396517
fw_evt_003968,2026-01-01T18:08:00+00:00,10.2.143.168,198.51.100.143,80,allow,default_allow,184810
fw_evt_003969,2026-01-01T18:09:00+00:00,10.2.144.169,198.51.100.144,80,allow,block_known_bad,264882
fw_evt_003970,2026-01-01T18:10:00+00:00,10.2.145.170,198.51.100.145,4444,allow,block_known_bad,128324
fw_evt_003971,2026-01-01T18:11:00+00:00,10.2.146.171,198.51.100.146,22,allow,egress_monitor,413292
fw_evt_003972,2026-01-01T18:12:00+00:00,10.2.147.172,198.51.100.147,80,allow,default_allow,476569
fw_evt_003973,2026-01-01T18:13:00+00:00,10.2.148.173,198.51.100.148,80,deny,block_known_bad,192729
fw_evt_003974,2026-01-01T18:14:00+00:00,10.2.149.174,198.51.100.149,22,allow,default_allow,107058
fw_evt_003975,2026-01-01T18:15:00+00:00,10.2.150.175,198.51.100.150,80,allow,default_allow,269778
fw_evt_003976,2026-01-01T18:16:00+00:00,10.2.151.176,198.51.100.151,443,deny,block_known_bad,306179
fw_evt_003977,2026-01-01T18:17:00+00:00,10.2.152.177,198.51.100.152,80,allow,default_allow,16916
fw_evt_003978,2026-01-01T18:18:00+00:00,10.2.153.178,198.51.100.153,22,allow,egress_monitor,118616
fw_evt_003979,2026-01-01T18:19:00+00:00,10.2.154.179,198.51.100.154,80,allow,egress_monitor,105311
fw_evt_003980,2026-01-01T18:20:00+00:00,10.2.155.180,198.51.100.155,4444,allow,block_known_bad,386033
fw_evt_003981,2026-01-01T18:21:00+00:00,10.2.156.181,198.51.100.156,4444,allow,egress_monitor,421810
fw_evt_003982,2026-01-01T18:22:00+00:00,10.2.157.182,198.51.100.157,4444,allow,block_known_bad,93978
fw_evt_003983,2026-01-01T18:23:00+00:00,10.2.158.183,198.51.100.158,443,allow,default_allow,413681
fw_evt_003984,2026-01-01T18:24:00+00:00,10.2.159.184,198.51.100.159,4444,deny,egress_monitor,472486
fw_evt_003985,2026-01-01T18:25:00+00:00,10.2.160.185,198.51.100.160,22,deny,default_allow,499894
fw_evt_003986,2026-01-01T18:26:00+00:00,10.2.161.186,198.51.100.161,4444,allow,block_known_bad,424418
fw_evt_003987,2026-01-01T18:27:00+00:00,10.2.162.187,198.51.100.162,443,allow,block_known_bad,411828
fw_evt_003988,2026-01-01T18:28:00+00:00,10.2.163.188,198.51.100.163,22,deny,egress_monitor,91955
fw_evt_003989,2026-01-01T18:29:00+00:00,10.2.164.189,198.51.100.164,22,deny,egress_monitor,457074
fw_evt_003990,2026-01-01T18:30:00+00:00,10.2.165.190,198.51.100.165,80,allow,egress_monitor,496735
fw_evt_003991,2026-01-01T18:31:00+00:00,10.2.166.191,198.51.100.166,80,allow,egress_monitor,438658
fw_evt_003992,2026-01-01T18:32:00+00:00,10.2.167.192,198.51.100.167,443,allow,default_allow,438628
fw_evt_003993,2026-01-01T18:33:00+00:00,10.2.168.193,198.51.100.168,80,allow,block_known_bad,79446
fw_evt_003994,2026-01-01T18:34:00+00:00,10.2.169.194,198.51.100.169,4444,allow,default_allow,383045
fw_evt_003995,2026-01-01T18:35:00+00:00,10.2.170.195,198.51.100.170,22,allow,egress_monitor,140925
fw_evt_003996,2026-01-01T18:36:00+00:00,10.2.171.196,198.51.100.171,22,deny,egress_monitor,162278
fw_evt_003997,2026-01-01T18:37:00+00:00,10.2.172.197,198.51.100.172,4444,allow,default_allow,184100
fw_evt_003998,2026-01-01T18:38:00+00:00,10.2.173.198,198.51.100.173,443,allow,block_known_bad,6131
fw_evt_003999,2026-01-01T18:39:00+00:00,10.2.174.199,198.51.100.174,80,allow,default_allow,476219
fw_evt_004000,2026-01-01T18:40:00+00:00,10.2.175.0,198.51.100.175,22,allow,block_known_bad,493461
fw_evt_004001,2026-01-01T18:41:00+00:00,10.2.176.1,198.51.100.176,80,allow,default_allow,356696
fw_evt_004002,2026-01-01T18:42:00+00:00,10.2.177.2,198.51.100.177,4444,allow,block_known_bad,115715
fw_evt_004003,2026-01-01T18:43:00+00:00,10.2.178.3,198.51.100.178,80,allow,default_allow,85653
fw_evt_004004,2026-01-01T18:44:00+00:00,10.2.179.4,198.51.100.179,53,allow,default_allow,140971
fw_evt_004005,2026-01-01T18:45:00+00:00,10.2.180.5,198.51.100.180,53,allow,default_allow,356849
fw_evt_004006,2026-01-01T18:46:00+00:00,10.2.181.6,198.51.100.181,22,allow,default_allow,225728
fw_evt_004007,2026-01-01T18:47:00+00:00,10.2.182.7,198.51.100.182,443,allow,egress_monitor,52936
fw_evt_004008,2026-01-01T18:48:00+00:00,10.2.183.8,198.51.100.183,4444,allow,default_allow,332882
fw_evt_004009,2026-01-01T18:49:00+00:00,10.2.184.9,198.51.100.184,443,deny,default_allow,338297
fw_evt_004010,2026-01-01T18:50:00+00:00,10.2.185.10,198.51.100.185,22,allow,block_known_bad,442741
fw_evt_004011,2026-01-01T18:51:00+00:00,10.2.186.11,198.51.100.186,80,allow,default_allow,239469
fw_evt_004012,2026-01-01T18:52:00+00:00,10.2.187.12,198.51.100.187,53,allow,egress_monitor,286915
fw_evt_004013,2026-01-01T18:53:00+00:00,10.2.188.13,198.51.100.188,80,allow,default_allow,426207
fw_evt_004014,2026-01-01T18:54:00+00:00,10.2.189.14,198.51.100.189,53,deny,block_known_bad,398336
fw_evt_004015,2026-01-01T18:55:00+00:00,10.2.190.15,198.51.100.190,53,allow,block_known_bad,475716
fw_evt_004016,2026-01-01T18:56:00+00:00,10.2.191.16,198.51.100.191,80,allow,egress_monitor,275617
fw_evt_004017,2026-01-01T18:57:00+00:00,10.2.192.17,198.51.100.192,4444,allow,block_known_bad,45857
fw_evt_004018,2026-01-01T18:58:00+00:00,10.2.193.18,198.51.100.193,22,deny,default_allow,116962
fw_evt_004019,2026-01-01T18:59:00+00:00,10.2.194.19,198.51.100.194,22,allow,default_allow,359934
fw_evt_004020,2026-01-01T19:00:00+00:00,10.2.195.20,198.51.100.195,53,deny,block_known_bad,84681
fw_evt_004021,2026-01-01T19:01:00+00:00,10.2.196.21,198.51.100.196,443,allow,default_allow,261195
fw_evt_004022,2026-01-01T19:02:00+00:00,10.2.197.22,198.51.100.197,443,allow,default_allow,104363
fw_evt_004023,2026-01-01T19:03:00+00:00,10.2.198.23,198.51.100.198,4444,allow,egress_monitor,445453
fw_evt_004024,2026-01-01T19:04:00+00:00,10.2.199.24,198.51.100.199,4444,allow,default_allow,461887
fw_evt_004025,2026-01-01T19:05:00+00:00,10.2.200.25,198.51.100.200,53,allow,egress_monitor,497763
fw_evt_004026,2026-01-01T19:06:00+00:00,10.2.201.26,198.51.100.201,53,deny,block_known_bad,164404
fw_evt_004027,2026-01-01T19:07:00+00:00,10.2.202.27,198.51.100.202,53,allow,egress_monitor,193645
fw_evt_004028,2026-01-01T19:08:00+00:00,10.2.203.28,198.51.100.203,80,allow,egress_monitor,430795
fw_evt_004029,2026-01-01T19:09:00+00:00,10.2.204.29,198.51.100.204,22,allow,egress_monitor,180340
fw_evt_004030,2026-01-01T19:10:00+00:00,10.2.205.30,198.51.100.205,80,allow,default_allow,45012
fw_evt_004031,2026-01-01T19:11:00+00:00,10.2.206.31,198.51.100.206,22,allow,block_known_bad,319570
fw_evt_004032,2026-01-01T19:12:00+00:00,10.2.207.32,198.51.100.207,443,deny,default_allow,259749
fw_evt_004033,2026-01-01T19:13:00+00:00,10.2.208.33,198.51.100.208,53,allow,block_known_bad,114380
fw_evt_004034,2026-01-01T19:14:00+00:00,10.2.209.34,198.51.100.209,22,allow,default_allow,422740
fw_evt_004035,2026-01-01T19:15:00+00:00,10.2.210.35,198.51.100.210,22,allow,egress_monitor,465008
fw_evt_004036,2026-01-01T19:16:00+00:00,10.2.211.36,198.51.100.211,4444,allow,egress_monitor,48907
fw_evt_004037,2026-01-01T19:17:00+00:00,10.2.212.37,198.51.100.212,22,allow,block_known_bad,59290
fw_evt_004038,2026-01-01T19:18:00+00:00,10.2.213.38,198.51.100.213,4444,allow,default_allow,23889
fw_evt_004039,2026-01-01T19:19:00+00:00,10.2.214.39,198.51.100.214,22,deny,egress_monitor,457948
fw_evt_004040,2026-01-01T19:20:00+00:00,10.2.215.40,198.51.100.215,443,allow,block_known_bad,184866
fw_evt_004041,2026-01-01T19:21:00+00:00,10.2.216.41,198.51.100.216,53,deny,egress_monitor,498826
fw_evt_004042,2026-01-01T19:22:00+00:00,10.2.217.42,198.51.100.217,4444,allow,egress_monitor,427230
fw_evt_004043,2026-01-01T19:23:00+00:00,10.2.218.43,198.51.100.218,22,allow,default_allow,228877
